ルミカイト to アヌビス, maxgen = 2
	Gen:T-01 ヘルゴート(590) = フブキツネ(760) + ドンモップ(410)
	Gen:T-01 ヘルゴート(590) = フブキツネ(760) + シルキーヌ(450)
	Gen:T-01 ヘルゴート(590) = フブキツネ(760) + ササゾー(430)
	Gen:T-01 ヘルゴート(590) = フブキツネ(760) + アルパオー(440)
	Gen:T-01 ヘルゴート(590) = フォレーナ(1160) + ボルカイザー(10)
	Gen:T-01 ヘルゴート(590) = フォレーナ(1160) + スザク(50)
	Gen:T-01 ヘルゴート(590) = フォレーナ(1160) + シヴァ(30)
	Gen:T-01 ヘルゴート(590) = フェザーロ(1020) + ヘルガルダ(190)
	Gen:T-01 ヘルゴート(590) = フェザーロ(1020) + ジオラーヴァ(150)
	Gen:T-01 ヘルゴート(590) = ビリビリリュー(810) + ホルス(370)
	Gen:T-01 ヘルゴート(590) = ビリビリリュー(810) + サラブレイズ(360)
	Gen:T-01 ヘルゴート(590) = ビリビリリュー(810) + ササゾー(390)
	Gen:T-01 ヘルゴート(590) = ビリビリリュー(810) + イグニクス(380)
	Gen:T-01 ヘルゴート(590) = ヒノコジカ(1155) + スザク(50)
	Gen:T-01 ヘルゴート(590) = ヒノコジカ(1155) + シヴァ(30)
	Gen:T-01 ヘルゴート(590) = ヒエティ(480) + ゴクエンオ(710)
	Gen:T-01 ヘルゴート(590) = ヒエティ(480) + クレメーオ(700)
	Gen:T-01 ヘルゴート(590) = ヒエティ(460) + ニャンバット(750)
	Gen:T-01 ヘルゴート(590) = ヒエティ(460) + ゴクエンオ(710)
	Gen:T-01 ヘルゴート(590) = ヒエティ(460) + イヌズマ(740)
	Gen:T-01 ヘルゴート(590) = ビーナイト(1070) + ボルゼクス(140)
	Gen:T-01 ヘルゴート(590) = ビーナイト(1070) + ツンドラー(130)
	Gen:T-01 ヘルゴート(590) = ビーナイト(1070) + グレイシャル(120)
	Gen:T-01 ヘルゴート(590) = ビーナイト(1070) + グレイシャドウ(100)
	Gen:T-01 ヘルゴート(590) = ニャンバット(750) + ホークウィン(420)
	Gen:T-01 ヘルゴート(590) = ニャンバット(750) + ヒエティ(460)
	Gen:T-01 ヘルゴート(590) = ニャンバット(750) + シルキーヌ(450)
	Gen:T-01 ヘルゴート(590) = ニャンバット(750) + ササゾー(430)
	Gen:T-01 ヘルゴート(590) = ニャンバット(750) + アルパオー(440)
	Gen:T-01 ヘルゴート(590) = ニャンギマリ(510) + ライコーン(680)
	Gen:T-01 ヘルゴート(590) = ニャンギマリ(510) + ゴクエンオ(670)
	Gen:T-01 ヘルゴート(590) = ニャンギマリ(510) + クレメーオ(700)
	Gen:T-01 ヘルゴート(590) = ニャンギマリ(510) + カバネドリ(660)
	Gen:T-01 ヘルゴート(590) = ドリタス(850) + ボルカノン(320)
	Gen:T-01 ヘルゴート(590) = ドリタス(850) + フェスキー(350)
	Gen:T-01 ヘルゴート(590) = ドリタス(850) + サラブレイズ(360)
	Gen:T-01 ヘルゴート(590) = ドリタス(850) + グラクレス(340)
	Gen:T-01 ヘルゴート(590) = ドリタス(850) + クインビーナ(330)
	Gen:T-01 ヘルゴート(590) = トドドドン(895) + レヴィドラ(310)
	Gen:T-01 ヘルゴート(590) = トドドドン(895) + ペコドン(280)
	Gen:T-01 ヘルゴート(590) = トドドドン(895) + ブリザモス(290)
	Gen:T-01 ヘルゴート(590) = トドドドン(895) + グランモス(300)
	Gen:T-01 ヘルゴート(590) = トドドドン(895) + アグニドラ(315)
	Gen:T-01 ヘルゴート(590) = ツララジカ(880) + レヴィドラ(310)
	Gen:T-01 ヘルゴート(590) = ツララジカ(880) + ボルカノン(320)
	Gen:T-01 ヘルゴート(590) = ツララジカ(880) + ブリザモス(290)
	Gen:T-01 ヘルゴート(590) = ツララジカ(880) + グランモス(300)
	Gen:T-01 ヘルゴート(590) = ツララジカ(880) + クインビーナ(330)
	Gen:T-01 ヘルゴート(590) = ツララジカ(880) + アグニドラ(315)
	Gen:T-01 ヘルゴート(590) = ツノガミ(920) + リリクイン(250)
	Gen:T-01 ヘルゴート(590) = ツノガミ(920) + ペコドン(280)
	Gen:T-01 ヘルゴート(590) = ツノガミ(920) + ブリザモス(290)
	Gen:T-01 ヘルゴート(590) = ツノガミ(920) + パリピドン(270)
	Gen:T-01 ヘルゴート(590) = ツノガミ(920) + デスティング(260)
	Gen:T-01 ヘルゴート(590) = ツノガミ(900) + レヴィドラ(310)
	Gen:T-01 ヘルゴート(590) = ツノガミ(900) + ペコドン(280)
	Gen:T-01 ヘルゴート(590) = ツノガミ(900) + ブリザモス(290)
	Gen:T-01 ヘルゴート(590) = ツノガミ(900) + パリピドン(270)
	Gen:T-01 ヘルゴート(590) = ツノガミ(900) + グランモス(300)
	Gen:T-01 ヘルゴート(590) = ツジギリ(640) + スナペント(550)
	Gen:T-01 ヘルゴート(590) = ツジギリ(640) + シルフィア(540)
	Gen:T-01 ヘルゴート(590) = ツジギリ(640) + シルティア(530)
	Gen:T-01 ヘルゴート(590) = ツジギリ(640) + シーペント(560)
	Gen:T-01 ヘルゴート(590) = ツジギリ(640) + アヌビス(570)
	Gen:T-01 ヘルゴート(590) = ツキカゲ(950) + リリクイン(250)
	Gen:T-01 ヘルゴート(590) = ツキカゲ(950) + ライバード(220)
	Gen:T-01 ヘルゴート(590) = ツキカゲ(950) + ボルカノン(230)
	Gen:T-01 ヘルゴート(590) = ツキカゲ(950) + デスティング(260)
	Gen:T-01 ヘルゴート(590) = ツキカゲ(950) + サラブレイズ(240)
	Gen:T-01 ヘルゴート(590) = ダリザード(1140) + ベイントール(70)
	Gen:T-01 ヘルゴート(590) = ダリザード(1140) + ゼノグリフ(60)
	Gen:T-01 ヘルゴート(590) = ダリザード(1140) + スザク(50)
	Gen:T-01 ヘルゴート(590) = ダリザード(1140) + シヴァ(30)
	Gen:T-01 ヘルゴート(590) = ダリザード(1120) + ベイントール(70)
	Gen:T-01 ヘルゴート(590) = ダリザード(1120) + ゼノグリフ(60)
	Gen:T-01 ヘルゴート(590) = ダリザード(1120) + セイントール(80)
	Gen:T-01 ヘルゴート(590) = ダリザード(1120) + スザク(50)
	Gen:T-01 ヘルゴート(590) = ダリザード(1120) + ジェットラン(90)
	Gen:T-01 ヘルゴート(590) = ソルレイス(1150) + ゼノグリフ(60)
	Gen:T-01 ヘルゴート(590) = ソルレイス(1150) + スザク(50)
	Gen:T-01 ヘルゴート(590) = ソルレイス(1150) + シヴァ(30)
	Gen:T-01 ヘルゴート(590) = スナペント(550) + ツジギリ(640)
	Gen:T-01 ヘルゴート(590) = スナペント(550) + シロカバネ(620)
	Gen:T-01 ヘルゴート(590) = スナペント(550) + カバネドリ(660)
	Gen:T-01 ヘルゴート(590) = シロカバネ(620) + ヘルゴート(590)
	Gen:T-01 ヘルゴート(590) = シロカバネ(620) + スナペント(550)
	Gen:T-01 ヘルゴート(590) = シロカバネ(620) + シーペント(560)
	Gen:T-01 ヘルゴート(590) = シロカバネ(620) + アビスゴート(580)
	Gen:T-01 ヘルゴート(590) = シロカバネ(620) + アヌビス(570)
	Gen:T-01 ヘルゴート(590) = シルフィア(540) + ツジギリ(640)
	Gen:T-01 ヘルゴート(590) = シルフィア(540) + ゴクエンオ(670)
	Gen:T-01 ヘルゴート(590) = シルフィア(540) + カバネドリ(660)
	Gen:T-01 ヘルゴート(590) = シルティア(530) + ライコーン(680)
	Gen:T-01 ヘルゴート(590) = シルティア(530) + ツジギリ(640)
	Gen:T-01 ヘルゴート(590) = シルティア(530) + ゴクエンオ(670)
	Gen:T-01 ヘルゴート(590) = シルティア(530) + カバネドリ(660)
	Gen:T-01 ヘルゴート(590) = シルキーヌ(450) + フブキツネ(760)
	Gen:T-01 ヘルゴート(590) = シルキーヌ(450) + ニャンバット(750)
	Gen:T-01 ヘルゴート(590) = シルキーヌ(450) + イヌズマ(740)
	Gen:T-01 ヘルゴート(590) = シラヌイ(830) + ホルス(370)
	Gen:T-01 ヘルゴート(590) = シラヌイ(830) + フェスキー(350)
	Gen:T-01 ヘルゴート(590) = シラヌイ(830) + サラブレイズ(360)
	Gen:T-01 ヘルゴート(590) = シラヌイ(830) + グラクレス(340)
	Gen:T-01 ヘルゴート(590) = シラヌイ(830) + イグニクス(380)
	Gen:T-01 ヘルゴート(590) = シャーマンダー(1100) + ベイントール(70)
	Gen:T-01 ヘルゴート(590) = シャーマンダー(1100) + セイントール(80)
	Gen:T-01 ヘルゴート(590) = シャーマンダー(1100) + ジェットラン(90)
	Gen:T-01 ヘルゴート(590) = シャーマンダー(1100) + グレイシャドウ(100)
	Gen:T-01 ヘルゴート(590) = シャーキッド(1090) + セイントール(80)
	Gen:T-01 ヘルゴート(590) = シャーキッド(1090) + ジェットラン(90)
	Gen:T-01 ヘルゴート(590) = シャーキッド(1090) + グレイシャル(120)
	Gen:T-01 ヘルゴート(590) = シャーキッド(1090) + グレイシャドウ(100)
	Gen:T-01 ヘルゴート(590) = シーペント(560) + ツジギリ(640)
	Gen:T-01 ヘルゴート(590) = シーペント(560) + シロカバネ(620)
	Gen:T-01 ヘルゴート(590) = サンドロ(1000) + リリクイン(210)
	Gen:T-01 ヘルゴート(590) = サンドロ(1000) + ヘルガルダ(190)
	Gen:T-01 ヘルゴート(590) = サンドロ(1000) + エレパンダ(200)
	Gen:T-01 ヘルゴート(590) = ゴリレイジ(1040) + ボルゼクス(140)
	Gen:T-01 ヘルゴート(590) = ゴリレイジ(1040) + ツンドラー(130)
	Gen:T-01 ヘルゴート(590) = ゴリレイジ(1040) + ジオラーヴァ(150)
	Gen:T-01 ヘルゴート(590) = ゴクエンオ(710) + ヒエティ(480)
	Gen:T-01 ヘルゴート(590) = ゴクエンオ(710) + ヒエティ(460)
	Gen:T-01 ヘルゴート(590) = ゴクエンオ(710) + パピテフ(490)
	Gen:T-01 ヘルゴート(590) = ゴクエンオ(710) + アルパオー(470)
	Gen:T-01 ヘルゴート(590) = ゴクエンオ(710) + アズレーン(500)
	Gen:T-01 ヘルゴート(590) = ゴクエンオ(670) + ニャンギマリ(510)
	Gen:T-01 ヘルゴート(590) = ゴクエンオ(670) + シルフィア(540)
	Gen:T-01 ヘルゴート(590) = ゴクエンオ(670) + シルティア(530)
	Gen:T-01 ヘルゴート(590) = ゴクエンオ(670) + キャプペン(520)
	Gen:T-01 ヘルゴート(590) = ゴクエンオ(670) + アズレーン(500)
	Gen:T-01 ヘルゴート(590) = クレメーオ(700) + ヒエティ(480)
	Gen:T-01 ヘルゴート(590) = クレメーオ(700) + パピテフ(490)
	Gen:T-01 ヘルゴート(590) = クレメーオ(700) + ニャンギマリ(510)
	Gen:T-01 ヘルゴート(590) = クレメーオ(700) + アルパオー(470)
	Gen:T-01 ヘルゴート(590) = クレメーオ(700) + アズレーン(500)
	Gen:T-01 ヘルゴート(590) = カバネドリ(660) + ニャンギマリ(510)
	Gen:T-01 ヘルゴート(590) = カバネドリ(660) + スナペント(550)
	Gen:T-01 ヘルゴート(590) = カバネドリ(660) + シルフィア(540)
	Gen:T-01 ヘルゴート(590) = カバネドリ(660) + シルティア(530)
	Gen:T-01 ヘルゴート(590) = カバネドリ(660) + キャプペン(520)
	Gen:T-01 ヘルゴート(590) = ガウルフ(1060) + ボルゼクス(140)
	Gen:T-01 ヘルゴート(590) = ガウルフ(1060) + ツンドラー(130)
	Gen:T-01 ヘルゴート(590) = ガウルフ(1060) + ジオラーヴァ(150)
	Gen:T-01 ヘルゴート(590) = ガウルフ(1060) + グレイシャル(120)
	Gen:T-01 ヘルゴート(590) = エアムルグ(1030) + ボルゼクス(140)
	Gen:T-01 ヘルゴート(590) = エアムルグ(1030) + ジオラーヴァ(150)
	Gen:T-01 ヘルゴート(590) = ヴィオレッタ(1050) + ボルゼクス(140)
	Gen:T-01 ヘルゴート(590) = ヴィオレッタ(1050) + ツンドラー(130)
	Gen:T-01 ヘルゴート(590) = ヴィオレッタ(1050) + ジオラーヴァ(150)
	Gen:T-01 ヘルゴート(590) = ヴィオレッタ(1050) + グレイシャル(120)
	Gen:T-01 ヘルゴート(590) = イノボウ(1130) + ベイントール(70)
	Gen:T-01 ヘルゴート(590) = イノボウ(1130) + ゼノグリフ(60)
	Gen:T-01 ヘルゴート(590) = イノボウ(1130) + セイントール(80)
	Gen:T-01 ヘルゴート(590) = イノボウ(1130) + スザク(50)
	Gen:T-01 ヘルゴート(590) = イヌズマ(740) + ヒエティ(460)
	Gen:T-01 ヘルゴート(590) = イヌズマ(740) + シルキーヌ(450)
	Gen:T-01 ヘルゴート(590) = イヌズマ(740) + ササゾー(430)
	Gen:T-01 ヘルゴート(590) = イヌズマ(740) + アルパオー(470)
	Gen:T-01 ヘルゴート(590) = イヌズマ(740) + アルパオー(440)
	Gen:T-01 ヘルゴート(590) = アロアリュー(820) + ホルス(370)
	Gen:T-01 ヘルゴート(590) = アロアリュー(820) + サラブレイズ(360)
	Gen:T-01 ヘルゴート(590) = アロアリュー(820) + ササゾー(390)
	Gen:T-01 ヘルゴート(590) = アロアリュー(820) + イグニクス(380)
	Gen:T-01 ヘルゴート(590) = アルパオー(470) + ゴクエンオ(710)
	Gen:T-01 ヘルゴート(590) = アルパオー(470) + クレメーオ(700)
	Gen:T-01 ヘルゴート(590) = アルパオー(470) + イヌズマ(740)
	Gen:T-01 ヘルゴート(590) = アルパオー(440) + フブキツネ(760)
	Gen:T-01 ヘルゴート(590) = アルパオー(440) + ニャンバット(750)
	Gen:T-01 ヘルゴート(590) = アルパオー(440) + イヌズマ(740)
	Gen:T-01 ヘルゴート(590) = アビスゴート(580) + ヘルゴート(590)
	Gen:T-01 ヘルゴート(590) = アビスゴート(580) + シロカバネ(620)
	Gen:T-01 ヘルゴート(590) = アズレーン(500) + ライコーン(680)
	Gen:T-01 ヘルゴート(590) = アズレーン(500) + ゴクエンオ(710)
	Gen:T-01 ヘルゴート(590) = アズレーン(500) + ゴクエンオ(670)
	Gen:T-01 ヘルゴート(590) = アズレーン(500) + クレメーオ(700)
	Gen:T-01 ベリゴート(930) = ルミカイト(870) + サンドロ(1000)
	Gen:T-01 ベリゴート(930) = ルナティ(1180) + ライコーン(680)
	Gen:T-01 ベリゴート(930) = ラベロット(990) + ツララジカ(880)
	Gen:T-01 ベリゴート(930) = ラブラドン(860) + ヤミトバリ(1010)
	Gen:T-01 ベリゴート(930) = ラブラドン(860) + サンドロ(1000)
	Gen:T-01 ベリゴート(930) = ラブラドン(840) + フェザーロ(1020)
	Gen:T-01 ベリゴート(930) = ラブラドン(840) + エアムルグ(1030)
	Gen:T-01 ベリゴート(930) = ラブマンダー(940) + ボルカイザー(10)
	Gen:T-01 ベリゴート(930) = ラブマンダー(940) + ベリゴート(930)
	Gen:T-01 ベリゴート(930) = ラブマンダー(940) + ツノガミ(920)
	Gen:T-01 ベリゴート(930) = ライコーン(680) + ルナティ(1180)
	Gen:T-01 ベリゴート(930) = ライコーン(680) + メリポップ(1190)
	Gen:T-01 ベリゴート(930) = ヤミトバリ(1010) + ラブラドン(860)
	Gen:T-01 ベリゴート(930) = ヤミトバリ(1010) + ドリタス(850)
	Gen:T-01 ベリゴート(930) = メルパカ(890) + ムラクモ(980)
	Gen:T-01 ベリゴート(930) = メリポップ(1190) + ライコーン(680)
	Gen:T-01 ベリゴート(930) = メリポップ(1190) + ゴクエンオ(670)
	Gen:T-01 ベリゴート(930) = ムラクモ(980) + メルパカ(890)
	Gen:T-01 ベリゴート(930) = ムラクモ(980) + ツララジカ(880)
	Gen:T-01 ベリゴート(930) = ミルカルビ(910) + ツキカゲ(950)
	Gen:T-01 ベリゴート(930) = ミステリア(1110) + フブキツネ(760)
	Gen:T-01 ベリゴート(930) = ミステリア(1110) + ニャンバット(750)
	Gen:T-01 ベリゴート(930) = マスクロウ(1080) + ブルフェルノ(790)
	Gen:T-01 ベリゴート(930) = マスクロウ(1080) + フラリーナ(780)
	Gen:T-01 ベリゴート(930) = ヘルゴート(590) + マグピス(1270)
	Gen:T-01 ベリゴート(930) = ヘルゴート(590) + ポプリーナ(1280)
	Gen:T-01 ベリゴート(930) = ベリゴート(930) + ラブマンダー(940)
	Gen:T-01 ベリゴート(930) = ベリゴート(930) + ベリゴート(930)
	Gen:T-01 ベリゴート(930) = ブルフェルノ(790) + マスクロウ(1080)
	Gen:T-01 ベリゴート(930) = ブルフェルノ(790) + ビーナイト(1070)
	Gen:T-01 ベリゴート(930) = フラリーナ(780) + マスクロウ(1080)
	Gen:T-01 ベリゴート(930) = フラリーナ(780) + シャーキッド(1090)
	Gen:T-01 ベリゴート(930) = フブキツネ(760) + ミステリア(1110)
	Gen:T-01 ベリゴート(930) = フブキツネ(760) + シャーマンダー(1100)
	Gen:T-01 ベリゴート(930) = フォレーナ(1160) + ゴクエンオ(710)
	Gen:T-01 ベリゴート(930) = フォレーナ(1160) + クレメーオ(700)
	Gen:T-01 ベリゴート(930) = フェザーロ(1020) + ラブラドン(840)
	Gen:T-01 ベリゴート(930) = フェザーロ(1020) + ドリタス(850)
	Gen:T-01 ベリゴート(930) = ビリビリリュー(810) + ガウルフ(1060)
	Gen:T-01 ベリゴート(930) = ビリビリリュー(810) + ヴィオレッタ(1050)
	Gen:T-01 ベリゴート(930) = ヒノコジカ(1155) + ゴクエンオ(710)
	Gen:T-01 ベリゴート(930) = ヒノコジカ(1155) + クレメーオ(700)
	Gen:T-01 ベリゴート(930) = ヒエティ(480) + ンダコアラ(1380)
	Gen:T-01 ベリゴート(930) = ヒエティ(480) + ホウロック(1390)
	Gen:T-01 ベリゴート(930) = ヒエティ(460) + ラヴィ(1405)
	Gen:T-01 ベリゴート(930) = ヒエティ(460) + ボルトラ(1410)
	Gen:T-01 ベリゴート(930) = ヒエティ(460) + キツネビ(1400)
	Gen:T-01 ベリゴート(930) = ビーナイト(1070) + ブルフェルノ(790)
	Gen:T-01 ベリゴート(930) = ビーナイト(1070) + オコチョ(800)
	Gen:T-01 ベリゴート(930) = ニャンバット(750) + ミステリア(1110)
	Gen:T-01 ベリゴート(930) = ニャンバット(750) + ダリザード(1120)
	Gen:T-01 ベリゴート(930) = ニャンギマリ(510) + ペンタマ(1350)
	Gen:T-01 ベリゴート(930) = ニャンギマリ(510) + コチグリ(1360)
	Gen:T-01 ベリゴート(930) = ドリタス(850) + ヤミトバリ(1010)
	Gen:T-01 ベリゴート(930) = ドリタス(850) + フェザーロ(1020)
	Gen:T-01 ベリゴート(930) = ツララジカ(880) + ラベロット(990)
	Gen:T-01 ベリゴート(930) = ツララジカ(880) + ムラクモ(980)
	Gen:T-01 ベリゴート(930) = ツノガミ(920) + ラブマンダー(940)
	Gen:T-01 ベリゴート(930) = ツノガミ(920) + ツキカゲ(950)
	Gen:T-01 ベリゴート(930) = ツジギリ(640) + モグルン(1220)
	Gen:T-01 ベリゴート(930) = ツジギリ(640) + ネムラム(1230)
	Gen:T-01 ベリゴート(930) = ツキカゲ(950) + ミルカルビ(910)
	Gen:T-01 ベリゴート(930) = ツキカゲ(950) + ツノガミ(920)
	Gen:T-01 ベリゴート(930) = ダリザード(1120) + ニャンバット(750)
	Gen:T-01 ベリゴート(930) = ダリザード(1120) + イヌズマ(740)
	Gen:T-01 ベリゴート(930) = ソルレイス(1150) + ゴクエンオ(710)
	Gen:T-01 ベリゴート(930) = スナペント(550) + ヒメウサ(1310)
	Gen:T-01 ベリゴート(930) = スナペント(550) + イバラヒメ(1320)
	Gen:T-01 ベリゴート(930) = シロカバネ(620) + ナエモチ(1240)
	Gen:T-01 ベリゴート(930) = シロカバネ(620) + エテッパ(1250)
	Gen:T-01 ベリゴート(930) = シルフィア(540) + カモノスケ(1330)
	Gen:T-01 ベリゴート(930) = シルフィア(540) + イバラヒメ(1320)
	Gen:T-01 ベリゴート(930) = シルティア(530) + クルットリ(1340)
	Gen:T-01 ベリゴート(930) = シルティア(530) + カモノスケ(1330)
	Gen:T-01 ベリゴート(930) = シルキーヌ(450) + ラヴィ(1405)
	Gen:T-01 ベリゴート(930) = シルキーヌ(450) + ボルトラ(1410)
	Gen:T-01 ベリゴート(930) = シルキーヌ(450) + シメナワ(1420)
	Gen:T-01 ベリゴート(930) = シラヌイ(830) + ゴリレイジ(1040)
	Gen:T-01 ベリゴート(930) = シラヌイ(830) + エアムルグ(1030)
	Gen:T-01 ベリゴート(930) = シャーマンダー(1100) + フブキツネ(760)
	Gen:T-01 ベリゴート(930) = シャーキッド(1090) + フラリーナ(780)
	Gen:T-01 ベリゴート(930) = シーペント(560) + ヒメウサ(1310)
	Gen:T-01 ベリゴート(930) = シーペント(560) + コモップ(1300)
	Gen:T-01 ベリゴート(930) = サンドロ(1000) + ルミカイト(870)
	Gen:T-01 ベリゴート(930) = サンドロ(1000) + ラブラドン(860)
	Gen:T-01 ベリゴート(930) = ゴリレイジ(1040) + シラヌイ(830)
	Gen:T-01 ベリゴート(930) = ゴリレイジ(1040) + アロアリュー(820)
	Gen:T-01 ベリゴート(930) = ゴクエンオ(710) + フォレーナ(1160)
	Gen:T-01 ベリゴート(930) = ゴクエンオ(710) + ヒノコジカ(1155)
	Gen:T-01 ベリゴート(930) = ゴクエンオ(710) + ソルレイス(1150)
	Gen:T-01 ベリゴート(930) = ゴクエンオ(670) + メリポップ(1190)
	Gen:T-01 ベリゴート(930) = クレメーオ(700) + フォレーナ(1160)
	Gen:T-01 ベリゴート(930) = クレメーオ(700) + ヒノコジカ(1155)
	Gen:T-01 ベリゴート(930) = カバネドリ(660) + カミナラシ(1210)
	Gen:T-01 ベリゴート(930) = ガウルフ(1060) + ビリビリリュー(810)
	Gen:T-01 ベリゴート(930) = ガウルフ(1060) + オコチョ(800)
	Gen:T-01 ベリゴート(930) = エアムルグ(1030) + ラブラドン(840)
	Gen:T-01 ベリゴート(930) = エアムルグ(1030) + シラヌイ(830)
	Gen:T-01 ベリゴート(930) = ヴィオレッタ(1050) + ビリビリリュー(810)
	Gen:T-01 ベリゴート(930) = ヴィオレッタ(1050) + アロアリュー(820)
	Gen:T-01 ベリゴート(930) = イノボウ(1130) + イヌズマ(740)
	Gen:T-01 ベリゴート(930) = イヌズマ(740) + ダリザード(1120)
	Gen:T-01 ベリゴート(930) = イヌズマ(740) + イノボウ(1130)
	Gen:T-01 ベリゴート(930) = アロアリュー(820) + ゴリレイジ(1040)
	Gen:T-01 ベリゴート(930) = アロアリュー(820) + ヴィオレッタ(1050)
	Gen:T-01 ベリゴート(930) = アルパオー(470) + ホウロック(1390)
	Gen:T-01 ベリゴート(930) = アルパオー(440) + シメナワ(1420)
	Gen:T-01 ベリゴート(930) = アルパオー(440) + クルリス(1430)
	Gen:T-01 ベリゴート(930) = アルパオー(440) + オバケナワ(1422)
	Gen:T-01 ベリゴート(930) = アビスゴート(580) + ヤミイカ(1290)
	Gen:T-01 ベリゴート(930) = アビスゴート(580) + ポプリーナ(1280)
	Gen:T-01 ベリゴート(930) = アズレーン(500) + パチグリ(1370)
	Gen:T-01 ベリゴート(930) = アズレーン(500) + コチグリ(1360)
	Gen:T-01 ペコドン(280) = ヒエティ(480) + ベイントール(70)
	Gen:T-01 ペコドン(280) = ヒエティ(480) + セイントール(80)
	Gen:T-01 ペコドン(280) = ヒエティ(480) + ジェットラン(90)
	Gen:T-01 ペコドン(280) = ヒエティ(460) + ジェットラン(90)
	Gen:T-01 ペコドン(280) = ヒエティ(460) + グレイシャドウ(100)
	Gen:T-01 ペコドン(280) = ニャンギマリ(510) + ゼノグリフ(60)
	Gen:T-01 ペコドン(280) = ニャンギマリ(510) + スザク(50)
	Gen:T-01 ペコドン(280) = スナペント(550) + ボルカイザー(10)
	Gen:T-01 ペコドン(280) = シルフィア(540) + ボルカイザー(10)
	Gen:T-01 ペコドン(280) = シルフィア(540) + シヴァ(30)
	Gen:T-01 ペコドン(280) = シルティア(530) + シヴァ(30)
	Gen:T-01 ペコドン(280) = シルキーヌ(450) + グレイシャル(120)
	Gen:T-01 ペコドン(280) = シルキーヌ(450) + グレイシャドウ(100)
	Gen:T-01 ペコドン(280) = シーペント(560) + ボルカイザー(10)
	Gen:T-01 ペコドン(280) = アルパオー(470) + セイントール(80)
	Gen:T-01 ペコドン(280) = アルパオー(470) + ジェットラン(90)
	Gen:T-01 ペコドン(280) = アルパオー(440) + ツンドラー(130)
	Gen:T-01 ペコドン(280) = アルパオー(440) + グレイシャル(120)
	Gen:T-01 ペコドン(280) = アズレーン(500) + ベイントール(70)
	Gen:T-01 ペコドン(280) = アズレーン(500) + ゼノグリフ(60)
	Gen:T-01 ペコドン(280) = アズレーン(500) + スザク(50)
	Gen:T-01 ブルフェルノ(790) = ルミカイト(870) + ゴクエンオ(710)
	Gen:T-01 ブルフェルノ(790) = ルミカイト(870) + クレメーオ(700)
	Gen:T-01 ブルフェルノ(790) = ルナティ(1180) + ドンモップ(410)
	Gen:T-01 ブルフェルノ(790) = ルナティ(1180) + ササゾー(390)
	Gen:T-01 ブルフェルノ(790) = ラベロット(990) + ヘルゴート(590)
	Gen:T-01 ブルフェルノ(790) = ラベロット(990) + アビスゴート(580)
	Gen:T-01 ブルフェルノ(790) = ラブラドン(860) + ゴクエンオ(710)
	Gen:T-01 ブルフェルノ(790) = ラブラドン(840) + ニャンバット(750)
	Gen:T-01 ブルフェルノ(790) = ラブラドン(840) + イヌズマ(740)
	Gen:T-01 ブルフェルノ(790) = ラブマンダー(940) + ツジギリ(640)
	Gen:T-01 ブルフェルノ(790) = ライコーン(680) + メルパカ(890)
	Gen:T-01 ブルフェルノ(790) = ライコーン(680) + ミルカルビ(910)
	Gen:T-01 ブルフェルノ(790) = ライコーン(680) + トドドドン(895)
	Gen:T-01 ブルフェルノ(790) = ライコーン(680) + ツノガミ(900)
	Gen:T-01 ブルフェルノ(790) = ヤミトバリ(1010) + シーペント(560)
	Gen:T-01 ブルフェルノ(790) = ヤミトバリ(1010) + アビスゴート(580)
	Gen:T-01 ブルフェルノ(790) = ヤミトバリ(1010) + アヌビス(570)
	Gen:T-01 ブルフェルノ(790) = メルパカ(890) + ライコーン(680)
	Gen:T-01 ブルフェルノ(790) = メルパカ(890) + クレメーオ(700)
	Gen:T-01 ブルフェルノ(790) = メリポップ(1190) + ササゾー(390)
	Gen:T-01 ブルフェルノ(790) = メリポップ(1190) + イグニクス(380)
	Gen:T-01 ブルフェルノ(790) = ムラクモ(980) + ヘルゴート(590)
	Gen:T-01 ブルフェルノ(790) = ミルカルビ(910) + ライコーン(680)
	Gen:T-01 ブルフェルノ(790) = ミルカルビ(910) + チョロゾウ(1490)
	Gen:T-01 ブルフェルノ(790) = ミルカルビ(910) + ゴクエンオ(670)
	Gen:T-01 ブルフェルノ(790) = ミルカルビ(910) + カバネドリ(660)
	Gen:T-01 ブルフェルノ(790) = ミステリア(1110) + ヒエティ(480)
	Gen:T-01 ブルフェルノ(790) = ミステリア(1110) + ヒエティ(460)
	Gen:T-01 ブルフェルノ(790) = ミステリア(1110) + アルパオー(470)
	Gen:T-01 ブルフェルノ(790) = マスクロウ(1080) + パピテフ(490)
	Gen:T-01 ブルフェルノ(790) = マスクロウ(1080) + ニャンギマリ(510)
	Gen:T-01 ブルフェルノ(790) = マスクロウ(1080) + アズレーン(500)
	Gen:T-01 ブルフェルノ(790) = ヘルゴート(590) + ラベロット(990)
	Gen:T-01 ブルフェルノ(790) = ヘルゴート(590) + ムラクモ(980)
	Gen:T-01 ブルフェルノ(790) = ヘルゴート(590) + サンドロ(1000)
	Gen:T-01 ブルフェルノ(790) = ベリゴート(930) + ツジギリ(640)
	Gen:T-01 ブルフェルノ(790) = ベリゴート(930) + カバネドリ(660)
	Gen:T-01 ブルフェルノ(790) = ブルフェルノ(790) + ブルフェルノ(790)
	Gen:T-01 ブルフェルノ(790) = ブルフェルノ(790) + フラリーナ(780)
